timer,fight_result,has_round_started,is_round_over,p1_id,p1_health,p1_x,p1_y,p1_jumping,p1_crouching,p1_in_move,p1_move_id,p2_id,p2_health,p2_x,p2_y,p2_jumping,p2_crouching,p2_in_move,p2_move_id,p1_btn_up,p1_btn_down,p1_btn_right,p1_btn_left,p1_btn_Y,p1_btn_B,p1_btn_X,p1_btn_A,p1_btn_L,p1_btn_R,p2_btn_up,p2_btn_down,p2_btn_right,p2_btn_left,p2_btn_Y,p2_btn_B,p2_btn_X,p2_btn_A,p2_btn_L,p2_btn_R
47,P2_WIN,True,True,1,40,21,114,False,True,True,4,6,40,347,222,True,True,False,12,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
4,NOT_OVER,True,False,9,78,345,219,True,False,False,2,3,126,31,8,False,True,False,11,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False
29,P2_WIN,False,False,0,52,400,63,False,True,True,12,11,36,390,7,True,False,False,13,False,True,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False
69,P1_WIN,True,False,6,163,93,248,False,True,True,5,7,110,436,94,True,False,False,11,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
62,P2_WIN,False,True,5,62,157,202,False,True,True,11,8,159,202,228,False,True,False,0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
49,NOT_OVER,True,True,3,123,142,227,False,True,False,16,10,22,160,40,False,True,False,0,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False
42,NOT_OVER,True,False,2,102,65,0,True,False,True,5,6,99,242,20,True,False,True,3,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False
10,P1_WIN,True,False,1,87,145,15,True,True,True,7,7,111,349,83,False,False,False,15,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
64,P2_WIN,False,True,5,138,421,117,False,True,True,11,1,85,284,59,False,True,True,9,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False
75,P1_WIN,False,True,1,107,238,144,False,True,False,7,7,16,11,165,True,False,False,4,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
95,P2_WIN,True,False,6,121,246,185,False,True,False,4,6,35,223,87,True,True,False,18,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
31,NOT_OVER,True,False,8,72,118,84,True,True,True,11,10,115,394,240,True,False,True,13,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,True
99,P1_WIN,True,True,5,110,15,68,True,True,True,1,5,122,288,206,True,False,True,4,False,False,True,False,False,False,False,False,False,True,True,True,False,False,False,False,False,False,False,False
30,P1_WIN,False,True,11,18,357,169,False,True,False,14,10,97,376,151,False,True,False,17,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
46,NOT_OVER,True,True,10,152,399,99,True,True,True,4,8,147,419,220,False,False,False,15,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
63,P1_WIN,True,True,4,32,342,72,False,False,False,5,8,66,399,216,False,True,True,11,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
79,P2_WIN,False,False,8,128,258,13,True,False,True,5,4,103,28,226,False,False,False,14,False,False,True,True,True,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False
18,P2_WIN,False,True,10,73,95,104,True,True,False,2,0,1,74,173,False,True,True,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
59,P1_WIN,False,False,0,48,66,229,True,True,True,8,7,15,143,27,True,False,False,13,False,False,True,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False
28,NOT_OVER,False,True,11,22,440,46,True,False,False,17,0,15,374,164,False,True,False,5,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False
52,P1_WIN,True,True,7,94,380,172,True,True,True,16,8,146,66,45,False,False,True,7,False,False,True,False,False,False,False,False,False,False,True,True,True,True,False,False,False,False,False,False
28,P1_WIN,True,True,2,123,85,69,True,True,False,15,8,19,36,202,False,False,False,15,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False
93,NOT_OVER,False,True,6,134,43,204,True,False,False,1,4,6,173,184,False,False,False,9,False,False,False,False,False,False,True,False,False,False,False,True,True,False,False,False,False,False,False,False
85,P1_WIN,False,False,0,9,43,129,True,False,True,14,8,129,18,79,True,False,True,0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
71,P1_WIN,False,True,8,91,291,137,False,True,True,2,4,111,147,12,True,False,True,18,False,False,False,False,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False
83,NOT_OVER,False,True,2,64,132,192,False,True,True,10,1,122,388,246,False,False,True,0,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
24,P2_WIN,True,True,10,133,325,159,True,False,True,2,7,40,183,34,False,True,True,2,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False
47,NOT_OVER,False,False,3,119,215,135,False,True,True,1,3,161,298,9,False,False,True,13,False,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False
14,P2_WIN,True,True,4,8,275,226,False,True,False,16,8,143,355,74,True,False,True,18,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
24,P2_WIN,True,True,9,99,431,70,False,False,False,17,1,137,282,78,False,False,True,6,False,False,False,False,True,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False
12,P2_WIN,False,True,5,90,87,75,True,False,True,14,3,139,432,160,False,True,False,15,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
87,NOT_OVER,True,True,2,147,12,190,False,False,True,8,10,130,125,234,False,True,True,12,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False
14,P1_WIN,False,False,11,61,282,53,False,False,False,9,3,25,135,232,True,True,False,16,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False
26,P1_WIN,False,False,1,57,252,159,True,True,False,17,6,64,288,49,False,True,False,19,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
90,P2_WIN,True,True,0,81,104,180,False,True,True,1,2,27,15,20,True,True,False,17,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False
44,P2_WIN,True,False,1,90,239,58,False,False,False,19,9,15,197,236,False,True,False,4,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
23,P2_WIN,True,True,8,70,130,227,True,True,True,3,1,100,319,30,True,True,False,14,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False
3,NOT_OVER,False,False,1,38,111,87,False,False,False,16,1,99,390,17,False,False,False,6,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,True,False,False,False
32,NOT_OVER,False,False,9,41,433,60,True,True,False,2,1,30,150,203,False,True,False,14,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
31,P1_WIN,False,False,10,153,219,154,True,True,True,19,2,143,102,43,True,True,False,7,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
99,P2_WIN,False,False,3,53,256,236,False,False,True,9,6,112,407,12,True,False,False,10,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
51,NOT_OVER,False,True,6,105,55,216,False,False,False,11,9,41,138,72,True,False,True,7,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
42,P2_WIN,True,True,4,90,232,223,False,False,True,0,4,0,330,64,False,True,True,6,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
81,NOT_OVER,False,False,5,144,225,217,True,False,False,2,1,91,1,149,True,False,True,5,False,True,False,True,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False
69,P1_WIN,True,False,5,134,344,100,False,False,True,8,2,22,94,159,False,True,True,15,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
2,NOT_OVER,False,True,9,74,419,74,True,False,False,1,9,110,420,95,False,False,True,16,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
88,NOT_OVER,False,True,8,49,370,35,False,True,True,3,3,72,135,193,True,True,False,10,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False
52,NOT_OVER,False,True,0,129,176,21,False,True,True,16,11,151,349,235,False,False,False,6,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
41,NOT_OVER,False,True,1,152,171,141,True,True,False,9,3,65,323,11,True,False,True,8,False,True,False,False,True,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False
17,P1_WIN,True,False,9,10,268,96,False,True,False,0,6,26,35,159,True,True,True,5,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
74,P1_WIN,False,True,4,119,155,204,True,False,False,5,3,139,18,223,True,False,True,1,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
71,P1_WIN,False,False,5,67,310,194,True,False,True,14,9,133,217,107,True,False,True,19,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
46,NOT_OVER,True,False,3,147,394,113,True,False,False,6,11,117,99,17,True,True,False,2,False,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False
30,P2_WIN,True,False,2,78,230,235,False,True,True,9,8,123,285,19,False,False,True,9,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
22,P2_WIN,False,False,5,45,169,133,True,True,True,1,10,109,296,198,True,False,True,15,True,False,True,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
23,P2_WIN,True,False,5,79,314,152,True,True,True,10,9,166,279,165,False,True,True,11,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
99,NOT_OVER,True,False,3,53,96,192,False,False,True,14,10,88,319,118,False,True,False,9,True,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
56,P2_WIN,False,False,1,58,129,129,False,True,True,11,10,16,81,13,True,True,False,15,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False
22,P1_WIN,True,False,1,94,213,63,True,True,False,3,3,104,130,132,True,False,True,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
54,P1_WIN,False,True,11,97,267,149,True,False,False,11,10,54,132,51,True,True,True,9,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
51,NOT_OVER,True,False,5,16,85,38,True,False,False,12,1,0,116,177,True,False,True,3,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
48,NOT_OVER,False,False,9,29,156,230,False,False,True,17,8,117,369,208,True,True,True,3,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
98,NOT_OVER,False,False,11,79,265,51,True,False,False,14,3,61,362,229,False,True,True,2,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False
97,NOT_OVER,True,True,9,69,102,216,False,True,False,1,1,62,48,55,True,False,True,6,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
71,P1_WIN,True,True,11,95,425,30,False,True,False,19,10,135,353,48,True,False,True,12,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
75,P1_WIN,True,True,1,80,137,81,False,False,True,2,10,115,130,165,False,True,True,8,False,True,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False
85,P1_WIN,False,False,0,33,235,34,True,False,False,4,3,142,102,162,True,False,True,1,False,True,True,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False
28,P1_WIN,False,False,6,172,97,238,True,True,True,0,2,113,276,240,False,False,False,15,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False
16,P1_WIN,False,False,7,118,410,213,False,True,True,1,3,69,181,96,False,False,True,3,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
46,NOT_OVER,False,False,1,40,263,159,False,False,False,8,3,95,316,224,True,True,False,7,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
37,NOT_OVER,False,False,8,41,60,201,True,False,False,19,8,67,301,112,False,True,True,2,False,True,False,False,True,False,True,False,False,False,False,True,True,True,False,False,False,False,False,False
42,P2_WIN,False,True,1,170,72,146,False,True,False,2,2,55,295,156,False,False,True,19,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,True,True,False,False
80,P2_WIN,True,True,0,101,101,29,False,True,True,19,2,129,39,166,True,False,True,14,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
19,P1_WIN,True,False,5,1,50,153,False,False,True,14,5,162,135,56,False,False,True,18,False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
58,NOT_OVER,True,False,0,6,50,246,True,False,False,3,9,107,54,155,False,True,False,14,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
30,P2_WIN,False,True,1,93,210,38,True,False,True,1,6,165,13,191,True,False,False,10,False,True,False,True,False,False,False,False,False,False,False,True,True,True,True,False,False,False,False,False
48,P2_WIN,False,True,6,108,440,41,True,True,False,11,6,83,125,83,False,False,True,19,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
74,P2_WIN,False,True,5,100,6,245,False,False,True,1,11,0,61,86,True,False,False,6,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
89,P2_WIN,False,True,4,98,165,68,True,True,False,11,4,72,299,51,True,True,True,14,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False
65,P1_WIN,True,True,9,131,102,141,False,False,False,0,4,21,188,149,False,False,False,5,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,True,True,False,False,False
98,P2_WIN,False,False,8,130,88,91,False,False,False,11,7,132,394,41,True,True,True,8,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False
92,P1_WIN,False,False,2,31,125,146,False,False,False,16,7,119,273,139,True,True,False,15,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False
40,P2_WIN,True,True,5,18,142,69,True,False,False,13,10,34,327,91,True,False,True,13,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
3,P1_WIN,True,False,0,113,441,57,False,False,True,6,6,77,441,183,True,False,False,7,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False
95,P1_WIN,True,False,8,59,368,80,True,False,False,19,8,32,274,56,True,True,True,15,True,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
80,NOT_OVER,False,True,7,67,435,47,False,True,False,8,2,118,136,209,False,True,False,3,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False
44,NOT_OVER,False,True,4,32,387,219,False,False,False,4,5,35,101,185,True,True,True,7,True,False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
74,NOT_OVER,True,False,6,10,111,152,False,False,False,19,9,36,15,222,True,False,True,8,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
18,NOT_OVER,True,False,9,24,397,165,False,False,False,17,9,34,354,103,False,True,True,0,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
82,P2_WIN,False,False,3,102,240,167,False,True,False,15,8,28,446,229,False,False,False,6,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
5,NOT_OVER,True,True,7,65,155,239,True,False,False,17,6,164,318,188,True,True,False,5,False,False,False,True,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False
28,NOT_OVER,False,False,11,59,59,4,True,False,False,6,6,144,314,8,True,False,True,8,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
37,NOT_OVER,True,False,10,128,304,121,True,False,True,19,5,75,103,231,True,True,False,0,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
62,P1_WIN,False,False,0,87,333,4,True,True,True,12,0,59,301,195,True,False,True,16,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
29,P1_WIN,False,False,5,1,258,220,False,False,True,11,3,136,87,112,False,False,True,14,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
41,P1_WIN,True,False,5,43,325,90,True,False,False,8,3,162,164,231,False,False,False,16,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,True,False,False,False,False
34,NOT_OVER,True,True,5,152,377,20,True,False,True,6,3,22,148,5,False,False,False,8,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
24,P2_WIN,False,False,4,159,144,188,False,True,True,5,3,146,358,237,True,True,True,12,False,False,False,True,True,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False
92,NOT_OVER,False,True,2,114,206,245,True,True,True,4,6,102,239,8,True,True,True,7,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False
34,NOT_OVER,True,True,2,120,123,150,True,False,False,12,4,40,329,62,False,False,False,10,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False
41,P1_WIN,True,True,11,147,21,127,False,True,False,13,9,64,57,157,False,True,False,4,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
12,NOT_OVER,False,False,4,47,254,90,False,True,True,14,3,13,328,18,False,False,False,0,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
53,NOT_OVER,False,True,2,168,28,186,False,True,False,14,3,108,315,145,False,True,False,7,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
20,NOT_OVER,False,False,7,32,78,34,True,False,True,7,6,40,177,127,False,False,False,5,False,True,True,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False
38,P1_WIN,True,True,6,81,67,96,True,False,True,3,3,34,135,51,False,True,True,14,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
97,NOT_OVER,False,True,7,138,365,28,True,True,True,18,11,146,313,35,False,False,True,5,False,True,False,False,False,False,False,False,False,False,True,True,False,True,True,False,False,False,False,False
85,NOT_OVER,False,True,10,76,305,156,True,True,True,4,5,157,155,150,True,False,True,3,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False
12,NOT_OVER,True,True,9,32,407,88,True,True,True,5,10,159,319,71,False,False,True,9,False,True,False,False,False,True,False,False,False,False,False,True,False,True,True,False,False,False,False,False
68,P1_WIN,True,True,4,56,255,215,True,False,True,9,6,123,198,90,False,True,True,1,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False
44,NOT_OVER,True,True,0,58,142,69,False,False,False,3,3,120,312,116,False,False,True,16,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
45,P1_WIN,False,True,5,27,194,12,True,True,False,12,0,39,164,30,False,True,True,12,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False
53,P1_WIN,False,False,3,172,178,36,True,True,False,17,0,148,283,111,False,False,False,18,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
33,P1_WIN,True,False,11,159,293,248,True,False,False,12,7,151,139,110,False,True,True,19,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
85,NOT_OVER,False,False,5,107,195,132,True,False,False,5,4,155,386,22,False,True,True,10,False,True,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False
52,NOT_OVER,False,True,6,106,44,58,False,True,False,2,1,28,401,36,True,True,False,13,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
45,NOT_OVER,True,True,1,42,67,123,False,True,False,12,5,27,428,168,False,True,True,14,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
97,P1_WIN,False,False,0,112,180,198,False,False,False,7,4,142,409,38,True,True,False,2,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False
47,P1_WIN,False,True,8,40,258,120,True,True,True,8,1,36,170,161,True,True,False,3,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
69,NOT_OVER,True,True,6,80,395,138,True,True,False,14,4,113,284,61,True,True,False,3,False,True,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False
90,NOT_OVER,False,True,9,39,329,200,False,False,True,9,1,99,419,203,False,True,False,2,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
30,P2_WIN,False,True,4,33,287,75,True,True,False,16,10,133,396,230,False,True,False,6,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,True,False,False,False
2,NOT_OVER,True,False,5,91,409,162,True,True,True,8,5,96,50,57,False,True,True,4,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
62,P1_WIN,True,False,5,118,388,136,False,False,False,19,3,80,219,84,True,True,True,2,True,False,False,True,False,False,False,False,False,False,True,False,True,True,False,False,False,False,False,False
6,NOT_OVER,True,True,0,58,224,166,False,False,False,4,3,106,333,76,True,False,True,7,False,False,False,True,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False
2,P1_WIN,False,True,9,141,281,46,False,False,True,9,3,138,151,245,False,True,True,1,False,True,False,True,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False
60,NOT_OVER,False,True,8,20,139,53,True,False,True,12,6,9,398,39,False,True,False,13,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
96,P1_WIN,False,True,7,151,433,222,False,False,True,16,7,101,182,161,True,True,False,18,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1,P1_WIN,False,True,11,97,34,187,True,False,True,13,11,124,78,124,True,True,True,2,False,False,True,False,False,True,True,False,False,False,False,False,False,False,False,True,False,False,False,False
11,P1_WIN,True,True,1,66,296,156,True,True,False,12,11,49,240,198,True,False,False,17,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False
90,P1_WIN,False,True,4,58,87,202,False,True,True,7,5,78,36,44,False,True,False,11,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False
32,P2_WIN,True,False,1,46,164,225,False,True,True,5,11,4,179,39,True,False,False,16,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False
4,NOT_OVER,False,False,7,41,159,178,True,False,False,2,8,67,189,57,True,True,False,3,False,True,True,False,False,False,False,False,False,False,False,False,True,True,False,True,False,False,False,False
82,P1_WIN,False,True,3,64,38,208,True,False,True,11,5,14,436,239,False,False,False,3,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False
61,P1_WIN,False,False,3,91,182,128,True,True,True,16,1,24,233,15,True,True,False,11,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
42,P2_WIN,True,False,7,82,127,13,False,False,True,16,1,49,190,100,True,True,False,6,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
11,P2_WIN,True,False,9,142,446,240,True,True,False,15,10,14,284,202,True,False,False,8,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
58,NOT_OVER,False,False,1,83,116,199,False,True,False,14,4,101,144,199,True,True,True,18,False,False,True,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False
29,P2_WIN,False,False,10,27,388,168,False,False,False,15,8,17,204,42,True,False,True,9,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False
91,P2_WIN,False,True,9,142,75,52,True,True,True,12,8,87,102,93,True,False,False,5,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
80,P1_WIN,True,True,4,112,239,33,True,False,True,3,5,26,262,48,False,False,False,0,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False
55,P2_WIN,False,False,10,77,423,52,False,True,True,13,9,90,407,132,False,False,False,9,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1,NOT_OVER,False,True,2,108,71,239,False,False,True,6,4,14,247,225,False,False,True,1,False,False,False,False,False,True,False,False,True,False,True,False,True,False,False,False,False,False,False,False
37,P2_WIN,False,True,11,35,48,178,True,False,False,17,1,40,356,244,True,True,False,5,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False
7,NOT_OVER,False,False,4,99,448,48,True,False,True,16,7,122,9,161,False,False,False,13,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
15,P2_WIN,True,True,10,155,9,56,True,True,True,4,9,124,252,118,False,False,True,7,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False
51,P2_WIN,True,False,3,120,192,240,True,True,True,12,8,36,86,128,False,True,True,3,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False
21,P1_WIN,False,True,9,110,412,157,True,True,False,10,10,139,334,37,False,False,True,17,False,False,False,False,False,False,False,False,False,False,False,True,True,False,True,False,False,False,False,False
21,NOT_OVER,True,True,0,26,286,171,False,False,False,17,2,136,317,38,True,True,True,9,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
15,NOT_OVER,False,True,9,111,431,216,True,False,True,3,1,154,374,169,False,False,True,4,False,False,True,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
34,P2_WIN,False,True,7,62,360,204,False,True,True,13,4,6,431,138,True,True,True,11,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False
56,P1_WIN,True,True,11,110,362,119,True,False,False,15,4,30,283,134,False,True,True,2,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False
71,NOT_OVER,False,False,5,22,151,226,True,False,True,7,11,125,156,86,False,True,False,19,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
82,P1_WIN,False,False,10,98,158,39,True,False,True,3,0,117,280,94,False,False,True,11,False,False,False,False,True,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False
7,P2_WIN,False,True,9,113,351,20,False,False,False,2,5,174,308,83,False,True,True,13,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
33,NOT_OVER,False,True,0,111,429,95,True,False,True,13,0,75,51,139,False,True,False,1,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False
32,P1_WIN,True,False,2,16,21,243,False,True,False,19,7,166,286,11,True,False,False,5,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
95,NOT_OVER,False,False,2,22,418,62,False,False,False,5,7,29,256,62,False,False,True,0,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False
36,P2_WIN,True,True,1,173,82,156,False,True,False,14,6,154,390,90,True,False,True,8,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False
66,P2_WIN,False,False,4,74,255,232,True,True,False,17,8,93,16,209,True,False,True,17,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
24,P1_WIN,True,False,10,18,200,50,False,False,True,12,1,163,383,138,False,False,False,19,False,True,True,False,True,False,False,False,False,False,False,True,True,True,True,True,False,False,False,False
